keyword,title,price,raw_price,old_price,extracted_old_price,rating,reviews,platform,position,delivery,link,thumbnail,brand,price_range,visibility_score,discount_percentage
office chair ergonomic,FlexiSpot C7 Max Ergonomic Office Chair,469.99,$469.99,590.0,590.0,4.6,336,FlexiSpot.com,32,Free delivery by Wed,"https://www.google.com/search?ibp=oshop&q=office chair ergonomic&prds=catalogid:143829704887041860,productid:15921694294445945180,headlineOfferDocid:5008414844471552743,imageDocid:12170230930452040851,rds:PC_523552227048403824|PROD_PC_523552227048403824,gpcid:523552227048403824,mid:576462861318246695,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTvfQlDFpSjyC0LPMw4SxWkJeEAvxZHYjbWVyxJubFErjkjMytDSXfj1CFM5TFpYwFtiOeQjAKL4yG9F-UVDaGmupPDKMKNxWXEeGa-8fcaqiJB3_ILvK8i,Unknown,Budget,22.5,20.34
office chair ergonomic,Magshion Ergonomic Office Chair,99.99,$99.99,136.0,136.0,3.2,4,Walmart - Magshion,33,Free delivery,"https://www.google.com/search?ibp=oshop&q=office chair ergonomic&prds=catalogid:3703820304796507798,productid:6793989690327117719,headlineOfferDocid:501103988208224635,imageDocid:14311174889416636675,rds:PC_11051330855908017877|PROD_PC_11051330855908017877,gpcid:11051330855908017877,mid:576462550488863533,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTOPgBQyPW03B135I213sDEYx5SQUL6a84e4S0c4OqV8zaBmPZr3bq3q5F8SmKJEJIBLyOekxpyU824LnYGbOiKfOpv3UcukW6069jdV5B8Bas85QXnF5Jrhg,Unknown,Budget,20.0,26.48
office chair ergonomic,Mathis Home Branch Ergonomic Chair,399.0,$399.00,,,4.4,7800,Branch,34,Free delivery,"https://www.google.com/search?ibp=oshop&q=office chair ergonomic&prds=catalogid:5334507589696088594,productid:15050640617030325089,headlineOfferDocid:11865917849041748447,imageDocid:12776827076633669026,rds:PC_13142538113547815565|PROD_PC_13142538113547815565,gpcid:13142538113547815565,mid:576462704272406801,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRToO117e-nQ9hlmTgBgXPaAqqeFhLy9L3Q7v15QcJ9uaBaK7KZmYG2gCf07qc-KWfBD3LGxVCHVzmoqlU-RC8uTUq1MQ71k87wH2U-yiNQ38qX8uYdpnWRTA,Unknown,Budget,17.5,
office chair ergonomic,GTPlayer Big and Tall Office Chair Faux Leather Ergonomic Executive Chair,249.99,$249.99,,,4.2,24,Best Buy,35,,"https://www.google.com/search?ibp=oshop&q=office chair ergonomic&prds=catalogid:16933344677522006621,productid:10730041399149726408,headlineOfferDocid:9040914812612139125,imageDocid:16872472310873088624,rds:PC_10387510995774301085|PROD_PC_10387510995774301085,gpcid:10387510995774301085,mid:576462885629469767,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQu5ebfTno8ArgHa2IhvOTRHmtCAZ8WXGDyZk0Xbm92NyAcgBVCJwsAm1MacAuu_kcR6dKBHPbT8y5ebVOnRS2MtNeKvxCcXRy-EOHQcURg,Unknown,Budget,15.0,
office chair ergonomic,Latitude Run KERDOM Ergonomic Office Chair,127.99,$127.99,300.0,300.0,4.6,14,Wayfair,36,Free delivery by Thu,"https://www.google.com/search?ibp=oshop&q=office chair ergonomic&prds=catalogid:12359910972300769163,productid:16023756647672471329,headlineOfferDocid:17313720041073661853,imageDocid:16784628424969884502,rds:PC_6309648488570663255|PROD_PC_6309648488570663255,gpcid:6309648488570663255,mid:576462525340223267,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQ8G8J9z6RWpNNElF0Zo9xlkXrkZW7sClQvKcPtj-ktMh1x_Imj34B3_4VcNPGwjl9-wuaICiMG5CLam9kE3Z3OoYFiX-PgjLOfJn1wdNk,Unknown,Budget,12.5,57.34
office chair ergonomic,FlexiSpot C7 Ergonomic Mesh Cushion Chair,299.99,$299.99,430.0,430.0,4.5,1500,FlexiSpot.com,37,Free delivery by Wed,"https://www.google.com/search?ibp=oshop&q=office chair ergonomic&prds=catalogid:17054720397715573101,productid:12891241991060227417,headlineOfferDocid:11447133716342722609,imageDocid:10073170829429572617,rds:PC_7668097052987575331|PROD_PC_7668097052987575331,gpcid:7668097052987575331,mid:576462859593963226,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSuo-a_D9JGmR-V861pMEw6_1yhVu-AFdZlUMLRn9H3QaXPNEGJh9uY5CKVJv0JhB02w6AuKth8TkN0qsbyge_hnadGBXp-hRPJxaYzeK92JEmuK3RdKAeiuA,Unknown,Budget,10.0,30.23
office chair ergonomic,KERDOM Ergonomic Office Chair,119.99,$119.99,160.0,160.0,4.5,13,Walmart - CoolHut,38,Free delivery,"https://www.google.com/search?ibp=oshop&q=office chair ergonomic&prds=catalogid:9709927871356578416,productid:9628591636259902684,headlineOfferDocid:16788511788115986288,imageDocid:5221579103600833900,rds:PC_9583534355392839328|PROD_PC_9583534355392839328,gpcid:9583534355392839328,mid:576462897265626257,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRxdwR_ve8y2cJFlSC1HMDseiznz6UWN6GWNkPEoyNlYoSt8GjkQjvyEkrJoy8nsRmFOHK5zfXZ4jNnVDZ-p_t0N3aM6C7YaY3ZmjXET40o,Unknown,Budget,7.5,25.01
office chair ergonomic,Vari Ascent Chair,272.3,$272.30,389.0,389.0,4.0,5,Vari,39,Free delivery,"https://www.google.com/search?ibp=oshop&q=office chair ergonomic&prds=catalogid:14396068704807501815,productid:1589460463050323860,headlineOfferDocid:12757030505350664954,imageDocid:12626056028852439552,rds:PC_3528854448501914206|PROD_PC_3528854448501914206,gpcid:3528854448501914206,mid:576462841032569005,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTXYFKSaCzWxnZPj9J49k16zUZZWd1rDmoTO3WI5ju8rtP5WU4_F3sNT2ESsjWzhI60A6nMVXR1KvsCzBhE6T29Czitp2TJYRqU71_MAbQW4maFYFTdP2ji,Unknown,Budget,5.0,30.0
office chair ergonomic,Herman Miller Aeron Gaming Chair,1612.5,"$1,612.50",2150.0,2150.0,4.8,844,Herman Miller,40,,"https://www.google.com/search?ibp=oshop&q=office chair ergonomic&prds=catalogid:16757135287223491678,productid:12337190862143396542,headlineOfferDocid:3655740927831397615,imageDocid:2533056428565774540,rds:PC_3826347896583792553|PROD_PC_3826347896583792553,gpcid:3826347896583792553,mid:576462869826453191,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTY1Oqo6F4C3jV900p4hE8j8fC2OL0to-EMRa4hf_bZCGdb4CjqHlTuPP3henXH4aWR6v0DCgLLXeatp9IPLQTVWDHKwBcDznWmwW6Xq1CbFl2MZs1IHgZFdw,Unknown,Mid-Range,2.5,25.0
men running shoes,Nike Men's Air Max 270,127.99,$127.99,170.0,170.0,4.5,12000,Famous Footwear,1,,"https://www.google.com/search?ibp=oshop&q=men running shoes&prds=catalogid:2049521633300426157,productid:18125969090976501334,headlineOfferDocid:1894668639508482347,imageDocid:13249668682656679143,rds:PC_17061284879993548590|PROD_PC_17061284879993548590,gpcid:17061284879993548590,mid:576462814918579744,pvt:a&hl=en&gl=us&udm=28",https://serpapi.com/searches/6a7f23fe1290d9cfc4179f3a/images/4G6jZ4Q5xWXjYqTsiDe6c_DoQCL22big7jkn3EsK7Gk.webp,Nike,Budget,100.0,24.71
men running shoes,Under Armour Men's Charged+ Turbulence 3 Running Shoes,63.75,$63.75,85.0,85.0,4.5,68,Kohl's,2,Free delivery,"https://www.google.com/search?ibp=oshop&q=men running shoes&prds=catalogid:3821255634949998466,productid:15226548280206294335,headlineOfferDocid:16682177537600090284,imageDocid:16517708652588390198,rds:PC_14601720079364529091|PROD_PC_14601720079364529091,gpcid:14601720079364529091,mid:576462878006267974,pvt:a&hl=en&gl=us&udm=28",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcT0S5vayS3ztLPXgwnwqrs16vd0XiGkVYTYjmTfXlaVKV942BA46k9mkwPYOZd-TxO2_synJb1njPOgpjxTzEJb80FhILNzoC5x38Eu_qrB,Unknown,Budget,97.5,25.0
men running shoes,New Balance Men's 1906R,99.99,$99.99,155.0,155.0,4.5,1800,Foot Locker,3,Free delivery,"https://www.google.com/search?ibp=oshop&q=men running shoes&prds=catalogid:2168402215562187515,productid:1730128325741037888,headlineOfferDocid:6979431973583159434,imageDocid:10562100093014630736,rds:PC_8184556504993221418|PROD_PC_8184556504993221418,gpcid:12509293857033267773,mid:576462897957616993,pvt:a&hl=en&gl=us&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcT9_iJaH6oSZoPyDcIB7TaCVcqFx8H-7zAZ4aJ8vcv8IZtafFtVKyji83KaAk58UPfZSYBm0THK0lyi9tTGU8tkaQAqcoeCWYEC2BENMgumNWCJpn9fiOuvhw,Unknown,Budget,95.0,35.49
men running shoes,Hoka Men's Clifton 10,123.99,$123.99,155.0,155.0,4.7,7900,DICK'S Sporting Goods,4,,"https://www.google.com/search?ibp=oshop&q=men running shoes&prds=catalogid:10122701208965575482,productid:4083884578098291966,headlineOfferDocid:4984503243543281166,imageDocid:686778812828521537,rds:PC_1764275734809126189|PROD_PC_1764275734809126189,gpcid:1764275734809126189,mid:576462816712913980,pvt:a&hl=en&gl=us&udm=28",https://serpapi.com/searches/6a7f23fe1290d9cfc4179f3a/images/4G6jZ4Q5xWXjYqTsiDe6c7rYf-6VOVL_9NliAP3E7os.webp,Unknown,Budget,92.5,20.01
men running shoes,Men's Brooks Glycerin GTS 23,179.95,$179.95,,,4.6,340,Lucky Feet Shoes,5,Free delivery by Thu,"https://www.google.com/search?ibp=oshop&q=men running shoes&prds=catalogid:15513740332528685046,productid:15664858059957277003,headlineOfferDocid:9715059969735934261,imageDocid:8526324168249878819,rds:PC_110193324378573145|PROD_PC_110193324378573145,gpcid:110193324378573145,mid:576462873299700127,pvt:a&hl=en&gl=us&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRUleddOVNrJ077OjZS6iHoyCqpTp70h3_ptsY4AQC0kYO144Tha77ZQ-sBM5KEX4mU792XzxMy9AFggEGFVCSZAyqWqv-Dea_IrX62YlVeSucX76FN6cAVPg,Unknown,Budget,90.0,
men running shoes,Nike Men's Uplift SC,57.99,$57.99,70.0,70.0,4.7,734,Famous Footwear,6,,"https://www.google.com/search?ibp=oshop&q=men running shoes&prds=catalogid:5383607326045640937,productid:6350353892870055474,headlineOfferDocid:4803881064484316145,imageDocid:10869115880297948676,rds:PC_17889950684044232803|PROD_PC_17889950684044232803,gpcid:17889950684044232803,mid:576462517188268257,pvt:a&hl=en&gl=us&udm=28",https://serpapi.com/searches/6a7f23fe1290d9cfc4179f3a/images/4G6jZ4Q5xWXjYqTsiDe6c1RH_iJPs8jt7v7TL76a4jA.webp,Nike,Budget,87.5,17.16
men running shoes,Nike Men's Air Max Invigor,71.25,$71.25,95.0,95.0,4.6,2000,Kohl's,7,Free delivery,"https://www.google.com/search?ibp=oshop&q=men running shoes&prds=catalogid:3192990784345155323,productid:1916063293541954150,headlineOfferDocid:3919006979356763958,imageDocid:1121418171383617188,rds:PC_4479248600610101282|PROD_PC_4479248600610101282,gpcid:4479248600610101282,mid:576462894279953184,pvt:a&hl=en&gl=us&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRiwjY98EcBFXF3jn7XQ7n4CVEiY00YP8doibbAZZvAtFtLZYYz7bb2mmYezdDT3X6trHYVn6wvHu-dtS7HjORSIEq4KmRE6gbCGcPQKWuM2FfAJjQJ6IQY-A,Nike,Budget,85.0,25.0
men running shoes,Saucony Men's Progrid Guide 7 Running Shoes,124.99,$124.99,135.0,135.0,5.0,1,Champs Sports,8,Free delivery,"https://www.google.com/search?ibp=oshop&q=men running shoes&prds=catalogid:12398572923483147050,productid:11971252342350172565,headlineOfferDocid:11694829128301423867,imageDocid:10391455675701700061,rds:PC_7623412146993947059|PROD_PC_7623412146993947059,gpcid:7623412146993947059,mid:576462563938205209,pvt:a&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcThTSYRS8p6URq-YmctZifYYL-dlWEfTHf1JHSKhJAMn6pJAxAxls-LWTFV599-D-Gc7oXSsOQaQZXGwotZEIzbW1ssXE_xMpHRKTQOOI6tdp9wn4RAdE8m,Unknown,Budget,82.5,7.41
men running shoes,New Balance Men's AC Runner Running Shoes,149.99,$149.99,,,4.5,70,New Balance,9,,"https://www.google.com/search?ibp=oshop&q=men running shoes&prds=catalogid:17701864385935043250,productid:16704694984405334183,headlineOfferDocid:4347672448045632311,imageDocid:10824553552724304849,rds:PC_4048319781430128872|PROD_PC_4048319781430128872,gpcid:4048319781430128872,mid:576462897960049669,pvt:a&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQD7sWl4AAaSw7kPU8cGPEESlyv2XhAmS6jyArUe2V6tTmxtfLzxhZHFiAwL0gNTclX07h2h3TAFqtEIeJwZgG3H9XIKcXuIQcLGsdze-Gezk9XSHcLsYsI,Unknown,Budget,80.0,
men running shoes,Altra Men's Torin 8,119.93,$119.93,160.0,160.0,4.4,655,REI,10,Free delivery,"https://www.google.com/search?ibp=oshop&q=men running shoes&prds=catalogid:13819583170941070675,productid:7176950880542481641,headlineOfferDocid:12700473823697232059,imageDocid:705954286830356331,rds:PC_1881477823026407801|PROD_PC_1881477823026407801,gpcid:1881477823026407801,mid:576462810575472429,pvt:a&hl=en&gl=us&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQi0IsNwbr0s1_BimuSOIM6MRl-10Xquw0GOtCS4idM3ihNbgH3PCB_FTWF5I7PbKBpN48mRaMzwVan_Ui9S2XEngd8BXjcrHRo4ZfV1Uw,Unknown,Budget,77.5,25.04
men running shoes,On Men's Cloudswift 4,169.99,$169.99,,,4.7,420,DICK'S Sporting Goods,11,,"https://www.google.com/search?ibp=oshop&q=men running shoes&prds=catalogid:9453353752990571601,productid:16487461286760818858,headlineOfferDocid:10719327538085868540,imageDocid:8154561063578827035,rds:PC_4883132965426652383|PROD_PC_4883132965426652383,gpcid:4883132965426652383,mid:576462865624369080,pvt:a&hl=en&gl=us&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcT01U7Ih7IIfpPGZOaKICq5tIiqnhNxiep8hl1wGpctvg8FJFDG-SdWlvP5MY6IeOqL2g53f57MDCmW9F-W2Uogi8-fFyO3AF70USzd9VuAm6H3lNq6Zfm-,Unknown,Budget,75.0,
men running shoes,Under Armour Men's Charged+ Assert 11 Wide Running Shoes,56.25,$56.25,75.0,75.0,4.5,165,Kohl's,12,Free delivery,"https://www.google.com/search?ibp=oshop&q=men running shoes&prds=catalogid:11681906105278401322,productid:18137105831862449112,headlineOfferDocid:10852211573186182754,imageDocid:4823904550238996489,rds:PC_11617045399251201672|PROD_PC_11617045399251201672,gpcid:5782864100922141747,mid:576462845493508186,pvt:a&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSpEfBYdYpqm5Xu5TBYZhLR9aoyVNoCjc7qvKSIqDRH9ZE5w1EkzyZxd0kehNTfU0lKs-wV1jFJxr3D4JioRYfCFP4L7ctEOt8nLVX_5oxA,Unknown,Budget,72.5,25.0
men running shoes,Nike Men's Pegasus Premium,220.0,$220.00,,,4.3,1600,Foot Locker,13,Free delivery,"https://www.google.com/search?ibp=oshop&q=men running shoes&prds=catalogid:503526961113871184,productid:12286315702557635956,headlineOfferDocid:5137203832571867538,imageDocid:12606272679127664590,rds:PC_10726415743981069045|PROD_PC_10726415743981069045,gpcid:10726415743981069045,mid:576462866713118426,pvt:a&hl=en&gl=us&udm=28",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTr2B73Twro0cvgCCd421HQEzvJUL2eRYwWVwe0ftfk60SiGvhcW1oCT8CzYidL7CRR4Afal_fOzfG-b6UbrN3pHFVWVhVKp2QgNyiCrt5Z,Nike,Budget,70.0,
men running shoes,New Balance Men's Fresh Foam Roav Running Shoes,79.98,$79.98,90.0,90.0,4.4,369,Famous Footwear,14,,"https://www.google.com/search?ibp=oshop&q=men running shoes&prds=catalogid:8183980560005142844,productid:18149732523925561295,headlineOfferDocid:11400515552330572007,imageDocid:3831997876784126796,rds:PC_4699419430824433428|PROD_PC_4699419430824433428,gpcid:4699419430824433428,mid:576462898758358718,pvt:a&hl=en&gl=us&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQ9IrIWugrxspzRGfsRP2Dwp9Ix6wp3rM_F99XkNMGEJ_Vlsh0v-cQCuxD-1FfrBzuAEK8XZFuLmEagt-XCBcKLT-t_w-FuNy2-YOCFUUxo,Unknown,Budget,67.5,11.13
men running shoes,Asics Gel-1130,109.99,$109.99,,,4.7,5600,JD Sports,15,Free delivery,"https://www.google.com/search?ibp=oshop&q=men running shoes&prds=catalogid:9938418573161457543,productid:13515057156156646137,headlineOfferDocid:12661127652537939750,imageDocid:2842902915588691291,rds:PC_5066058171608374146|PROD_PC_5066058171608374146,gpcid:5066058171608374146,mid:576462864824868035,pvt:a&hl=en&gl=us&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcR5vM5M1N3jNiR1_6LEsz8meshjMCNu4VfWuawZXHj1ojtxgAY5irRVvvK1b7hbq6gza7-h7SfJ7SUxstRYvkYIGTNyyojkWO2e5LQtWzOknn5tbPfF3ARV,Unknown,Budget,65.0,
men running shoes,New Balance Men's Ellipse v1,144.99,$144.99,,,4.8,46,New Balance,16,,"https://www.google.com/search?ibp=oshop&q=men running shoes&prds=catalogid:8237029827823929260,productid:2613499810701664746,headlineOfferDocid:5656984177873120881,imageDocid:9719823286355126523,rds:PC_2868184172316177382|PROD_PC_2868184172316177382,gpcid:9532318523620287314,mid:576462889195449140,pvt:a&hl=en&gl=us&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQNLBGd4UMD8KWsjxUlB_bDQTU9_8EXVpldJA-zPyrZbRSjGpJTYPeZFGanb47ZcQw4e0tnWsha0pS2r8aM4bSG9tfLOPb2Yt2H5KVt2EPz0UF9uxIJgtxj,Unknown,Budget,62.5,
men running shoes,Men's Topo Athletic Topo Phantom 4,150.0,$150.00,,,4.6,221,REI,17,Free delivery,"https://www.google.com/search?ibp=oshop&q=men running shoes&prds=catalogid:9019659827864083981,productid:5801093652748072561,headlineOfferDocid:3498318025463793746,imageDocid:16231884106393035144,rds:PC_14269987547156831245|PROD_PC_14269987547156831245,gpcid:14269987547156831245,mid:576462833174867690,pvt:a&hl=en&gl=us&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQRDh071uUhK6M_3PQxm4wwcs-uQoZOHmKvHrebFWjqKEwLqiC6uaTZfd3w3El8AtozHV8qlGEW7szFIbrMORkEjoz_rwJ08XlQ3Xdlkth2zuNXSWpln3Sp,Unknown,Budget,60.0,
men running shoes,Nike Men's Vomero Plus,143.99,$143.99,180.0,180.0,4.7,2200,DICK'S Sporting Goods,18,,"https://www.google.com/search?ibp=oshop&q=men running shoes&prds=catalogid:16171078599795041960,productid:15984880122583852723,headlineOfferDocid:1166290336264298357,imageDocid:8851680079427171205,rds:PC_16205108421803581788|PROD_PC_16205108421803581788,gpcid:16205108421803581788,mid:576462864034435929,pvt:a&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQfT9GO_KGjfq8e6nTuLlHYhIgl0MTCXaabKyvHr3StfxMrf4Q60vE-A9nAmON36KX_ccXUIcdN3zOewlO8NyQ03RIduYSW9wyjhxRZUn5bC4yWTPfepcCn,Nike,Budget,57.49999999999999,20.01
men running shoes,Nike Men's Air Max Invigor Cushioned Running Shoes,71.25,$71.25,95.0,95.0,4.6,2000,Kohl's,19,Free delivery,"https://www.google.com/search?ibp=oshop&q=men running shoes&prds=catalogid:10028511761931310167,productid:13530776066945047621,headlineOfferDocid:3884700722562293423,imageDocid:4802533926359599674,rds:PC_4479248600610101282|PROD_PC_4479248600610101282,gpcid:5996046079935664894,pvt:a&hl=en&gl=us&udm=28",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQt4Wfr1hbrHcfPG9q0veVBR7hRCpL3eaASwt6OSBskWQPD4fuY1h1WewuZfdIr-FkREvgWcCS5Z5WlP-I8E5QYjKL19SIZeyAY6-T_tFw,Nike,Budget,55.00000000000001,25.0
men running shoes,Men's Saucony Guide 19,69.99,$69.99,,,,,DSW,20,,"https://www.google.com/search?ibp=oshop&q=men running shoes&prds=catalogid:14295326867829314213,productid:4459362858596114353,headlineOfferDocid:7823949788798603241,imageDocid:3227313019532000866,gpcid:2426169742529398028,mid:576462898004679888,pvt:a&hl=en&gl=us&udm=28",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSm8pg861KwbkHg9PdBn4RysA_1MeM2vV2pbVhUb7hCJ9oG8eJx6tsWH8Crz0VtdvIrB2sJa3CKeLiQw7mkgHmAVcTUhjKxuoKRCJP1AZvrONma2wxY_Vvw,Unknown,Budget,52.5,
men running shoes,Nike Men's Air VaporMax Plus,180.0,$180.00,220.0,220.0,4.6,8700,Macy's,21,Free delivery by Thu,"https://www.google.com/search?ibp=oshop&q=men running shoes&prds=catalogid:3469691829703698022,productid:17678409582909835052,headlineOfferDocid:12144987927417397364,imageDocid:18342582896895217160,rds:PC_10663640881001570521|PROD_PC_10663640881001570521,gpcid:10663640881001570521,mid:576462225132640618,pvt:a&hl=en&gl=us&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRhMnPx7g77JD9gBeUvrpvyp2YDkmdzQeOlUjb-qacbTr0NGXRCgq9o8TByaUK0MQ0Hl1bgMnnEOyU3gs1FBhOl-IRZLdVNJPNMvRiiKEKz,Nike,Budget,50.0,18.18
men running shoes,Brooks Men's Adrenaline GTS 25,154.99,$154.99,,,4.7,1800,DICK'S Sporting Goods,22,,"https://www.google.com/search?ibp=oshop&q=men running shoes&prds=catalogid:16015724313897968594,productid:11150684659211005513,headlineOfferDocid:7199135034598635633,imageDocid:107535426206927420,rds:PC_9988667290163301328|PROD_PC_9988667290163301328,gpcid:9988667290163301328,mid:576462899895896728,pvt:a&hl=en&gl=us&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQz9oTMQt_pb4nCxeTUsa-SZj5W0jsrGmCNkpviPJjcyO250SbJIVlUZLguXcJrtL7_VMK3zHXTwsVuy3ewv7eFXCGO7Pzs8QF2Q8w47DI,Unknown,Budget,47.5,
men running shoes,Arc'teryx Men's Norvan LD 4,170.0,$170.00,,,4.4,351,REI,23,Free delivery,"https://www.google.com/search?ibp=oshop&q=men running shoes&prds=catalogid:412376859410984668,productid:16037149913158928100,headlineOfferDocid:395586875387772918,imageDocid:3439245671835315459,rds:PC_18014766816646612256|PROD_PC_18014766816646612256,gpcid:18014766816646612256,mid:576462816985832358,pvt:a&hl=en&gl=us&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSSecaNQQCz-CbL8syTyytHFJJnOFPkXXAf36Arj_B0IRaKeatiIudUj6SAc0gGOjssz30MTiudfe_WKiUsU_cuy5mkDe1Icup3ZP3bkdR_MmUho-oOUxoQ,Unknown,Budget,45.0,
men running shoes,adidas Men's Duramo SL Running,46.4,$46.40,65.0,65.0,4.7,29000,adidas,24,,"https://www.google.com/search?ibp=oshop&q=men running shoes&prds=catalogid:6667735634108904426,productid:7989778289338946466,headlineOfferDocid:4618822520232527482,imageDocid:1351938213745785310,rds:PC_4443186603496961553|PROD_PC_4443186603496961553,gpcid:10547095831629925007,pvt:a&hl=en&gl=us&udm=28",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSuGMucPbhVpB_HnqYhAXCMrh_05hLq1p8zRIAR9gpLIgAENA61o6UUE9su2dVgDE385jTny5HUIh3slY-sxYRyRWgYMX9azedb02G_mnA,Unknown,Budget,42.5,28.62
men running shoes,Merrell Men's Morphlite,68.49,$68.49,137.0,137.0,4.4,590,SportsShoes.com,25,,"https://www.google.com/search?ibp=oshop&q=men running shoes&prds=catalogid:4915346695722283354,productid:15526654226505288839,headlineOfferDocid:6110515347228759583,imageDocid:10284922714445319889,rds:PC_14474959480645293779|PROD_PC_14474959480645293779,gpcid:14474959480645293779,mid:576462796776241824,pvt:a&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSpH4BTHUr-t4bV_VhcDL5BUoVMnXQITc3DUb-h1AxJHFLyzvNd7NuRmEoooGzZdwqVcYnTbgTXRE_z8rPqIS7Q1STv4xD9vPhof1r4AH_RiZY_9n1LdcsnoA,Unknown,Budget,40.0,50.01
men running shoes,ASICS Superblast 3,209.99,$209.99,,,4.7,2200,DICK'S Sporting Goods,26,,"https://www.google.com/search?ibp=oshop&q=men running shoes&prds=catalogid:7606502815498715441,productid:9268202358603246290,headlineOfferDocid:7615837264245242772,imageDocid:17827075639870044417,rds:PC_1966260286645330855|PROD_PC_1966260286645330855,gpcid:1966260286645330855,mid:576462882316550679,pvt:a&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSpJkY3b4udXAijmKLmoyw3jgTm2fyVyDSTklcQeBkonT22kkRxujwnev_BxgAqzCdTQGcoES8vWoXM7ftAN1piRcy-tBFARD_Y0_vq-J52d3omDkRBzkxL4w,Unknown,Budget,37.5,
men running shoes,Hoka Men's Bondi 9,175.0,$175.00,,,4.7,9900,REI,27,Free delivery,"https://www.google.com/search?ibp=oshop&q=men running shoes&prds=catalogid:11695015641039956904,productid:14443761568526514700,headlineOfferDocid:12947902804051775194,imageDocid:11211571384941162223,rds:PC_5763960239387600658|PROD_PC_5763960239387600658,gpcid:5763960239387600658,mid:576462862390141847,pvt:a&hl=en&gl=us&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQ2NqRHf0lVkh6Zo_QQ655lNGuqHklJNctDM8suETer_5HYzTLfLzbo6YqsUL2W80xLshh_VSMDdEktvO4B4lMuEnkuaIKTR80va_W8zC2Z,Unknown,Budget,35.0,
